0.9151 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
16.3518 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0., 0., 0.]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x139c5be48>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x140debe80>, multiSample=False, name='window1', numSamples=2, pos=[420.0, 262.5], screen=0, size=array([3360, 2100]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.3519 	EXP 	window1: recordFrameIntervals = False
16.5189 	EXP 	window1: recordFrameIntervals = True
16.5854 	WARNING 	t of last frame was 34.17ms (=1/29)
16.6057 	WARNING 	t of last frame was 20.28ms (=1/49)
16.6356 	WARNING 	t of last frame was 29.94ms (=1/33)
16.7190 	WARNING 	t of last frame was 33.45ms (=1/29)
16.7518 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
16.9191 	EXP 	window1: recordFrameIntervals = False
17.0514 	EXP 	Created instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.035, italic=False, languageStyle='LTR', name='instr', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
17.1336 	EXP 	Created pos1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='plainWhite.png', interpolate=True, mask=None, maskParams=None, name='pos1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
17.1364 	EXP 	Created pos2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='plainWhite.png', interpolate=True, mask=None, maskParams=None, name='pos2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
17.1396 	EXP 	Created pos3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='plainWhite.png', interpolate=True, mask=None, maskParams=None, name='pos3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
17.1430 	EXP 	Created pos4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='plainWhite.png', interpolate=True, mask=None, maskParams=None, name='pos4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
17.1464 	EXP 	Created targImage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='tarX.png', interpolate=True, mask=None, maskParams=None, name='targImage', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
17.2015 	EXP 	Created ready = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='ready', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
17.2373 	EXP 	Created pos1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='plainWhite.png', interpolate=True, mask=None, maskParams=None, name='pos1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
17.2404 	EXP 	Created pos2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='plainWhite.png', interpolate=True, mask=None, maskParams=None, name='pos2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
17.2436 	EXP 	Created pos3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='plainWhite.png', interpolate=True, mask=None, maskParams=None, name='pos3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
17.2465 	EXP 	Created pos4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='plainWhite.png', interpolate=True, mask=None, maskParams=None, name='pos4', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
17.2494 	EXP 	Created targImage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='tarX.png', interpolate=True, mask=None, maskParams=None, name='targImage', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128, units='height', win=Window(...))
17.3052 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
17.3209 	EXP 	instr: autoDraw = True
82.4353 	DATA 	Mouse: Left button down, pos=(1291,699)
82.4476 	EXP 	Imported srttPractice.xlsx as conditions, 8 conditions, 3 params
82.4479 	EXP 	Created sequence: random, trialTypes=8, nReps=1, seed=None
82.4482 	EXP 	New trial (rep=0, index=0): OrderedDict([('isi', 1), ('xPos', 0.375), ('corrAns', 'n')])
82.4671 	EXP 	instr: autoDraw = False
82.4671 	EXP 	pos1: pos = array([-0.375,  0.   ])
82.4671 	EXP 	pos2: pos = array([-0.125,  0.   ])
82.4671 	EXP 	pos3: pos = array([0.125, 0.   ])
82.4671 	EXP 	pos4: pos = array([0.375, 0.   ])
82.4671 	EXP 	targImage: pos = array([0.375, 0.   ])
82.4671 	EXP 	pos1: autoDraw = True
82.4671 	EXP 	pos2: autoDraw = True
82.4671 	EXP 	pos3: autoDraw = True
82.4671 	EXP 	pos4: autoDraw = True
82.5680 	DATA 	Mouse:  Left button up, pos=(1291,699)
83.4489 	EXP 	targImage: autoDraw = True
83.8502 	DATA 	Mouse: Left button down, pos=(1252,778)
83.9171 	DATA 	Mouse:  Left button up, pos=(1252,778)
85.4172 	DATA 	Mouse: Left button down, pos=(1231,498)
85.4209 	EXP 	New trial (rep=0, index=1): OrderedDict([('isi', 1), ('xPos', 0.375), ('corrAns', 'n')])
85.4336 	EXP 	pos1: autoDraw = False
85.4336 	EXP 	pos2: autoDraw = False
85.4336 	EXP 	pos3: autoDraw = False
85.4336 	EXP 	pos4: autoDraw = False
85.4336 	EXP 	targImage: autoDraw = False
85.4336 	EXP 	pos1: pos = array([-0.375,  0.   ])
85.4336 	EXP 	pos2: pos = array([-0.125,  0.   ])
85.4336 	EXP 	pos3: pos = array([0.125, 0.   ])
85.4336 	EXP 	pos4: pos = array([0.375, 0.   ])
85.4336 	EXP 	targImage: pos = array([0.375, 0.   ])
85.4336 	EXP 	pos1: autoDraw = True
85.4336 	EXP 	pos2: autoDraw = True
85.4336 	EXP 	pos3: autoDraw = True
85.4336 	EXP 	pos4: autoDraw = True
85.5190 	DATA 	Mouse:  Left button up, pos=(1232,498)
86.4166 	EXP 	targImage: autoDraw = True
86.7666 	DATA 	Mouse: Left button down, pos=(1231,524)
86.7687 	EXP 	New trial (rep=0, index=2): OrderedDict([('isi', 1), ('xPos', 0.125), ('corrAns', 'b')])
86.7825 	EXP 	pos1: autoDraw = False
86.7825 	EXP 	pos2: autoDraw = False
86.7825 	EXP 	pos3: autoDraw = False
86.7825 	EXP 	pos4: autoDraw = False
86.7825 	EXP 	targImage: autoDraw = False
86.7825 	EXP 	pos1: pos = array([-0.375,  0.   ])
86.7825 	EXP 	pos2: pos = array([-0.125,  0.   ])
86.7825 	EXP 	pos3: pos = array([0.125, 0.   ])
86.7825 	EXP 	pos4: pos = array([0.375, 0.   ])
86.7825 	EXP 	targImage: pos = array([0.125, 0.   ])
86.7825 	EXP 	pos1: autoDraw = True
86.7825 	EXP 	pos2: autoDraw = True
86.7825 	EXP 	pos3: autoDraw = True
86.7825 	EXP 	pos4: autoDraw = True
